no.ofsimilartips,tip
0,So neat and cute with vibrant colors accenting the restaurants black and white base colorsWe each ordered a different brunch food off of the brunch menu I personally got the California benedict perfectly poached eggs with guacamole roasted tomatoes and Hollandaise sauce on an English muffin with delicious homefries
0,The zucchini are cut into really super skinny (think anorexic) shoe string fries.
0,The side salad had some mushy leaves.
0,My boyfriends moscow mule had mint in it so he said it definitely tasted like a mojito rather than a mule but it was fine cause he likes mojitos anyway so whatever
0,Tomato Bisque  greatCalamari  greatBlack Pasta  getting tired of saying its great but hey
0,I would come here for drinks because the bar looked pretty nice.
0,We had a very attentive waitress who was not too chatty (which I liked) and sat inside but next to a huge open wall onto the street - so virtually outside.
0,"I was worried because the pictures looked so dark, but the whole place opens up for brunch and is full of sunlight.We had cheddar polenta, homefries (they use some rosemary rub which is unexpected but tasty), spinach goat cheese omelet, and I got a chocolate latte which was pretty delicious.The food was good, but the environment was even better."
0,A really nice place for brunch and awesome that you can make reservations online!
0,"The menu is great (the drink menu as well), the food was very good, and the attention from both the staff and the owner was amazing.The corned beef hash eggs benedict was smashing, as was my drink, a red wine sangria based with Montepulciano (my favorite wine, it just so happens, for its fruity hints from the South of Italy)."
0,"With so many choices, of course we spazzed and got decaf chamomile.We'd been pestered by a bee, attracted to our sweet sangria."
0,"Rather than bringing out the toxic raid bee killer extreme 2000, the owner was kind and wise enough to place a bowl of honey out which apparently did the trick.I've eaten here many times for brunch and dinner and I love it here."
0,"It's a local establishment (no puns on the name), the food is good and everyone who I've encountered who works here has been extremely friendly.The managers and owner seems extremely receptive to feedback and will go out of their way to make for an excellent dining experience.By the looks of other reviews, I'm not the only one who left happy and on a full stomach....maybe a little tipsy though."
0,4 stars for great brunch ever changing dinner menu beautiful interior decor outdoor seating in the summer and friendly waiters and owner
0,Viva la Locale
0,Charm ambiance and quality in Queens
0,Plus no obnoxious scene
0,But I had to get my massage and with my condition sitting is the most painful thing for me.
0,After the distress my body was in at Taverna Kyklades (though the food was awesome) we decided I should not go out to eat  unless the restaurant has comfy chairs.So my husband was challenged to find some place that is clean and comfy and warm for me.
0,As several other reviewers said I wish I had found it sooner.The reason I needed to get brunch and get my massage so early is (or at least early for me) is our money pit apartment still needed additional work.
0,"I am not a picky eater, at all, but the spaetzle and sauce with my pork scaloppini were just yuck."
0,"I acknowledge the restaurant did get busy, but if a server can't come to the table at least once every 15min, even just to refill water, I don't feel appreciated.I wanted to like this place more because it is very local (hah!"
0,and the owner came over and asked if she wanted more gnocchi (thinking she didn't get enough on her plate...which she did...she just really liked the calamari and the gnocchi is great too..my personal favorite).
0,A safe choice
0,"Ok - I'm really not unreasonable but come on - you spill multiple drinks down the back of the guest of honor, replace them 35 minutes later, and then you tell me we're done?!"
0,No thank you - I'll take my overpriced average brunch bill and go.
0,For this the service gets a B.2.
0,"So many possibilities, so much promise, so little effort..."
0,Overall  rating
0,"There is nothing on the menu that has ever disappoint my myself or my guests, but I usually stick to the eggs benedict."
0,What more can you ask for
0,Also one of our guests were picking at some left over calamari (because it was so good!!)
0,Me and 7 friends made a reservation at Locale when we learned that they recently changed management and it was a great a great choice
0,"You can always tell whether an Italian restaurant is any good by the quality of the staples - calamari, pasta, wine, etc."
